int,binary,isPrime
271,0000100001111,1
272,0000100010000,0
273,0000100010001,0
274,0000100010010,0
275,0000100010011,0
276,0000100010100,0
277,0000100010101,1
278,0000100010110,0
279,0000100010111,0
280,0000100011000,0
281,0000100011001,1
282,0000100011010,0
283,0000100011011,1
284,0000100011100,0
285,0000100011101,0
286,0000100011110,0
287,0000100011111,0
288,0000100100000,0
289,0000100100001,0
290,0000100100010,0
291,0000100100011,0
292,0000100100100,0
293,0000100100101,1
294,0000100100110,0
295,0000100100111,0
296,0000100101000,0
297,0000100101001,0
298,0000100101010,0
299,0000100101011,0
300,0000100101100,0
301,0000100101101,0
302,0000100101110,0
303,0000100101111,0
304,0000100110000,0
305,0000100110001,0
306,0000100110010,0
307,0000100110011,1
308,0000100110100,0
309,0000100110101,0
310,0000100110110,0
311,0000100110111,1
312,0000100111000,0
313,0000100111001,1
314,0000100111010,0
315,0000100111011,0
316,0000100111100,0
317,0000100111101,1
318,0000100111110,0
319,0000100111111,0
320,0000101000000,0
321,0000101000001,0
322,0000101000010,0
323,0000101000011,0
324,0000101000100,0
325,0000101000101,0
326,0000101000110,0
327,0000101000111,0
328,0000101001000,0
329,0000101001001,0
330,0000101001010,0
331,0000101001011,1
332,0000101001100,0
333,0000101001101,0
334,0000101001110,0
335,0000101001111,0
336,0000101010000,0
337,0000101010001,1
338,0000101010010,0
339,0000101010011,0
340,0000101010100,0
341,0000101010101,0
342,0000101010110,0
343,0000101010111,0
344,0000101011000,0
345,0000101011001,0
346,0000101011010,0
347,0000101011011,1
348,0000101011100,0
349,0000101011101,1
350,0000101011110,0
351,0000101011111,0
352,0000101100000,0
353,0000101100001,1
354,0000101100010,0
355,0000101100011,0
356,0000101100100,0
357,0000101100101,0
358,0000101100110,0
359,0000101100111,1
360,0000101101000,0
361,0000101101001,0
362,0000101101010,0
363,0000101101011,0
364,0000101101100,0
365,0000101101101,0
366,0000101101110,0
367,0000101101111,1
368,0000101110000,0
369,0000101110001,0
370,0000101110010,0
371,0000101110011,0
372,0000101110100,0
373,0000101110101,1
374,0000101110110,0
375,0000101110111,0
376,0000101111000,0
377,0000101111001,0
378,0000101111010,0
379,0000101111011,1
380,0000101111100,0
381,0000101111101,0
382,0000101111110,0
383,0000101111111,1
384,0000110000000,0
385,0000110000001,0
386,0000110000010,0
387,0000110000011,0
388,0000110000100,0
389,0000110000101,1
390,0000110000110,0
391,0000110000111,0
392,0000110001000,0
393,0000110001001,0
394,0000110001010,0
395,0000110001011,0
396,0000110001100,0
397,0000110001101,1
398,0000110001110,0
399,0000110001111,0
400,0000110010000,0
401,0000110010001,1
402,0000110010010,0
403,0000110010011,0
404,0000110010100,0
405,0000110010101,0
406,0000110010110,0
407,0000110010111,0
408,0000110011000,0
409,0000110011001,1
410,0000110011010,0
411,0000110011011,0
412,0000110011100,0
413,0000110011101,0
414,0000110011110,0
415,0000110011111,0
416,0000110100000,0
417,0000110100001,0
418,0000110100010,0
419,0000110100011,1
420,0000110100100,0
421,0000110100101,1
422,0000110100110,0
423,0000110100111,0
424,0000110101000,0
425,0000110101001,0
426,0000110101010,0
427,0000110101011,0
428,0000110101100,0
429,0000110101101,0
430,0000110101110,0
431,0000110101111,1
432,0000110110000,0
433,0000110110001,1
434,0000110110010,0
435,0000110110011,0
436,0000110110100,0
437,0000110110101,0
438,0000110110110,0
439,0000110110111,1
440,0000110111000,0
441,0000110111001,0
442,0000110111010,0
443,0000110111011,1
444,0000110111100,0
445,0000110111101,0
446,0000110111110,0
447,0000110111111,0
448,0000111000000,0
449,0000111000001,1
450,0000111000010,0
451,0000111000011,0
452,0000111000100,0
453,0000111000101,0
454,0000111000110,0
455,0000111000111,0
456,0000111001000,0
457,0000111001001,1
458,0000111001010,0
459,0000111001011,0
460,0000111001100,0
461,0000111001101,1
462,0000111001110,0
463,0000111001111,1
464,0000111010000,0
465,0000111010001,0
466,0000111010010,0
467,0000111010011,1
468,0000111010100,0
469,0000111010101,0
470,0000111010110,0
471,0000111010111,0
472,0000111011000,0
473,0000111011001,0
474,0000111011010,0
475,0000111011011,0
476,0000111011100,0
477,0000111011101,0
478,0000111011110,0
479,0000111011111,1
480,0000111100000,0
481,0000111100001,0
482,0000111100010,0
483,0000111100011,0
484,0000111100100,0
485,0000111100101,0
486,0000111100110,0
487,0000111100111,1
488,0000111101000,0
489,0000111101001,0
490,0000111101010,0
491,0000111101011,1
492,0000111101100,0
493,0000111101101,0
494,0000111101110,0
495,0000111101111,0
496,0000111110000,0
497,0000111110001,0
498,0000111110010,0
499,0000111110011,1
500,0000111110100,0
501,0000111110101,0
502,0000111110110,0
503,0000111110111,1
504,0000111111000,0
505,0000111111001,0
506,0000111111010,0
507,0000111111011,0
508,0000111111100,0
509,0000111111101,1
510,0000111111110,0
511,0000111111111,0
512,0001000000000,0
513,0001000000001,0
514,0001000000010,0
515,0001000000011,0
516,0001000000100,0
517,0001000000101,0
518,0001000000110,0
519,0001000000111,0
520,0001000001000,0
521,0001000001001,1
522,0001000001010,0
523,0001000001011,1
524,0001000001100,0
525,0001000001101,0
526,0001000001110,0
527,0001000001111,0
528,0001000010000,0
529,0001000010001,0
530,0001000010010,0
531,0001000010011,0
532,0001000010100,0
533,0001000010101,0
534,0001000010110,0
535,0001000010111,0
536,0001000011000,0
537,0001000011001,0
538,0001000011010,0
539,0001000011011,0
540,0001000011100,0
541,0001000011101,1
542,0001000011110,0
543,0001000011111,0
544,0001000100000,0
545,0001000100001,0
546,0001000100010,0
547,0001000100011,1
548,0001000100100,0
549,0001000100101,0
550,0001000100110,0
551,0001000100111,0
552,0001000101000,0
553,0001000101001,0
554,0001000101010,0
555,0001000101011,0
556,0001000101100,0
557,0001000101101,1
558,0001000101110,0
559,0001000101111,0
560,0001000110000,0
561,0001000110001,0
562,0001000110010,0
563,0001000110011,1
564,0001000110100,0
565,0001000110101,0
566,0001000110110,0
567,0001000110111,0
568,0001000111000,0
569,0001000111001,1
570,0001000111010,0
571,0001000111011,1
572,0001000111100,0
573,0001000111101,0
574,0001000111110,0
575,0001000111111,0
576,0001001000000,0
577,0001001000001,1
578,0001001000010,0
579,0001001000011,0
580,0001001000100,0
581,0001001000101,0
582,0001001000110,0
583,0001001000111,0
584,0001001001000,0
585,0001001001001,0
586,0001001001010,0
587,0001001001011,1
588,0001001001100,0
589,0001001001101,0
590,0001001001110,0
591,0001001001111,0
592,0001001010000,0
593,0001001010001,1
594,0001001010010,0
595,0001001010011,0
596,0001001010100,0
597,0001001010101,0
598,0001001010110,0
599,0001001010111,1
600,0001001011000,0
601,0001001011001,1
602,0001001011010,0
603,0001001011011,0
604,0001001011100,0
605,0001001011101,0
606,0001001011110,0
607,0001001011111,1
608,0001001100000,0
609,0001001100001,0
610,0001001100010,0
611,0001001100011,0
612,0001001100100,0
613,0001001100101,1
614,0001001100110,0
615,0001001100111,0
616,0001001101000,0
617,0001001101001,1
618,0001001101010,0
619,0001001101011,1
620,0001001101100,0
621,0001001101101,0
622,0001001101110,0
623,0001001101111,0
624,0001001110000,0
625,0001001110001,0
626,0001001110010,0
627,0001001110011,0
628,0001001110100,0
629,0001001110101,0
630,0001001110110,0
631,0001001110111,1
632,0001001111000,0
633,0001001111001,0
634,0001001111010,0
635,0001001111011,0
636,0001001111100,0
637,0001001111101,0
638,0001001111110,0
639,0001001111111,0
640,0001010000000,0
641,0001010000001,1
642,0001010000010,0
643,0001010000011,1
644,0001010000100,0
645,0001010000101,0
646,0001010000110,0
647,0001010000111,1
648,0001010001000,0
649,0001010001001,0
650,0001010001010,0
651,0001010001011,0
652,0001010001100,0
653,0001010001101,1
654,0001010001110,0
655,0001010001111,0
656,0001010010000,0
657,0001010010001,0
658,0001010010010,0
659,0001010010011,1
660,0001010010100,0
661,0001010010101,1
662,0001010010110,0
663,0001010010111,0
664,0001010011000,0
665,0001010011001,0
666,0001010011010,0
667,0001010011011,0
668,0001010011100,0
669,0001010011101,0
670,0001010011110,0
671,0001010011111,0
672,0001010100000,0
673,0001010100001,1
674,0001010100010,0
675,0001010100011,0
676,0001010100100,0
677,0001010100101,1
678,0001010100110,0
679,0001010100111,0
680,0001010101000,0
681,0001010101001,0
682,0001010101010,0
683,0001010101011,1
684,0001010101100,0
685,0001010101101,0
686,0001010101110,0
687,0001010101111,0
688,0001010110000,0
689,0001010110001,0
690,0001010110010,0
691,0001010110011,1
692,0001010110100,0
693,0001010110101,0
694,0001010110110,0
695,0001010110111,0
696,0001010111000,0
697,0001010111001,0
698,0001010111010,0
699,0001010111011,0
700,0001010111100,0
701,0001010111101,1
702,0001010111110,0
703,0001010111111,0
704,0001011000000,0
705,0001011000001,0
706,0001011000010,0
707,0001011000011,0
708,0001011000100,0
709,0001011000101,1
710,0001011000110,0
711,0001011000111,0
712,0001011001000,0
713,0001011001001,0
714,0001011001010,0
715,0001011001011,0
716,0001011001100,0
717,0001011001101,0
718,0001011001110,0
719,0001011001111,1
720,0001011010000,0
721,0001011010001,0
722,0001011010010,0
723,0001011010011,0
724,0001011010100,0
725,0001011010101,0
726,0001011010110,0
727,0001011010111,1
728,0001011011000,0
729,0001011011001,0
730,0001011011010,0
731,0001011011011,0
732,0001011011100,0
733,0001011011101,1
734,0001011011110,0
735,0001011011111,0
736,0001011100000,0
737,0001011100001,0
738,0001011100010,0
739,0001011100011,1
740,0001011100100,0
741,0001011100101,0
742,0001011100110,0
743,0001011100111,1
744,0001011101000,0
745,0001011101001,0
746,0001011101010,0
747,0001011101011,0
748,0001011101100,0
749,0001011101101,0
750,0001011101110,0
751,0001011101111,1
752,0001011110000,0
753,0001011110001,0
754,0001011110010,0
755,0001011110011,0
756,0001011110100,0
757,0001011110101,1
758,0001011110110,0
759,0001011110111,0
760,0001011111000,0
761,0001011111001,1
762,0001011111010,0
763,0001011111011,0
764,0001011111100,0
765,0001011111101,0
766,0001011111110,0
767,0001011111111,0
768,0001100000000,0
769,0001100000001,1
770,0001100000010,0
771,0001100000011,0
772,0001100000100,0
773,0001100000101,1
774,0001100000110,0
775,0001100000111,0
776,0001100001000,0
777,0001100001001,0
778,0001100001010,0
779,0001100001011,0
780,0001100001100,0
781,0001100001101,0
782,0001100001110,0
783,0001100001111,0
784,0001100010000,0
785,0001100010001,0
786,0001100010010,0
787,0001100010011,1
788,0001100010100,0
789,0001100010101,0
790,0001100010110,0
791,0001100010111,0
792,0001100011000,0
793,0001100011001,0
794,0001100011010,0
795,0001100011011,0
796,0001100011100,0
797,0001100011101,1
798,0001100011110,0
799,0001100011111,0
800,0001100100000,0
801,0001100100001,0
802,0001100100010,0
803,0001100100011,0
804,0001100100100,0
805,0001100100101,0
806,0001100100110,0
807,0001100100111,0
808,0001100101000,0
809,0001100101001,1
810,0001100101010,0
811,0001100101011,1
812,0001100101100,0
813,0001100101101,0
814,0001100101110,0
815,0001100101111,0
816,0001100110000,0
817,0001100110001,0
818,0001100110010,0
819,0001100110011,0
820,0001100110100,0
821,0001100110101,1
822,0001100110110,0
823,0001100110111,1
824,0001100111000,0
825,0001100111001,0
826,0001100111010,0
827,0001100111011,1
828,0001100111100,0
829,0001100111101,1
830,0001100111110,0
831,0001100111111,0
832,0001101000000,0
833,0001101000001,0
834,0001101000010,0
835,0001101000011,0
836,0001101000100,0
837,0001101000101,0
838,0001101000110,0
839,0001101000111,1
840,0001101001000,0
841,0001101001001,0
842,0001101001010,0
843,0001101001011,0
844,0001101001100,0
845,0001101001101,0
846,0001101001110,0
847,0001101001111,0
848,0001101010000,0
849,0001101010001,0
850,0001101010010,0
851,0001101010011,0
852,0001101010100,0
853,0001101010101,1
854,0001101010110,0
855,0001101010111,0
856,0001101011000,0
857,0001101011001,1
858,0001101011010,0
859,0001101011011,1
860,0001101011100,0
861,0001101011101,0
862,0001101011110,0
863,0001101011111,1
864,0001101100000,0
865,0001101100001,0
866,0001101100010,0
867,0001101100011,0
868,0001101100100,0
869,0001101100101,0
870,0001101100110,0
871,0001101100111,0
872,0001101101000,0
873,0001101101001,0
874,0001101101010,0
875,0001101101011,0
876,0001101101100,0
877,0001101101101,1
878,0001101101110,0
879,0001101101111,0
880,0001101110000,0
881,0001101110001,1
882,0001101110010,0
883,0001101110011,1
884,0001101110100,0
885,0001101110101,0
886,0001101110110,0
887,0001101110111,1
888,0001101111000,0
889,0001101111001,0
890,0001101111010,0
891,0001101111011,0
892,0001101111100,0
893,0001101111101,0
894,0001101111110,0
895,0001101111111,0
896,0001110000000,0
897,0001110000001,0
898,0001110000010,0
899,0001110000011,0
900,0001110000100,0
901,0001110000101,0
902,0001110000110,0
903,0001110000111,0
904,0001110001000,0
905,0001110001001,0
906,0001110001010,0
907,0001110001011,1
908,0001110001100,0
909,0001110001101,0
910,0001110001110,0
911,0001110001111,1
912,0001110010000,0
913,0001110010001,0
914,0001110010010,0
915,0001110010011,0
916,0001110010100,0
917,0001110010101,0
918,0001110010110,0
919,0001110010111,1
920,0001110011000,0
921,0001110011001,0
922,0001110011010,0
923,0001110011011,0
924,0001110011100,0
925,0001110011101,0
926,0001110011110,0
927,0001110011111,0
928,0001110100000,0
929,0001110100001,1
930,0001110100010,0
931,0001110100011,0
932,0001110100100,0
933,0001110100101,0
934,0001110100110,0
935,0001110100111,0
936,0001110101000,0
937,0001110101001,1
938,0001110101010,0
939,0001110101011,0
940,0001110101100,0
941,0001110101101,1
942,0001110101110,0
943,0001110101111,0
944,0001110110000,0
945,0001110110001,0
946,0001110110010,0
947,0001110110011,1
948,0001110110100,0
949,0001110110101,0
950,0001110110110,0
951,0001110110111,0
952,0001110111000,0
953,0001110111001,1
954,0001110111010,0
955,0001110111011,0
956,0001110111100,0
957,0001110111101,0
958,0001110111110,0
959,0001110111111,0
960,0001111000000,0
961,0001111000001,0
962,0001111000010,0
963,0001111000011,0
964,0001111000100,0
965,0001111000101,0
966,0001111000110,0
967,0001111000111,1
968,0001111001000,0
969,0001111001001,0
970,0001111001010,0
971,0001111001011,1
972,0001111001100,0
973,0001111001101,0
974,0001111001110,0
975,0001111001111,0
976,0001111010000,0
977,0001111010001,1
978,0001111010010,0
979,0001111010011,0
980,0001111010100,0
981,0001111010101,0
982,0001111010110,0
983,0001111010111,1
984,0001111011000,0
985,0001111011001,0
986,0001111011010,0
987,0001111011011,0
988,0001111011100,0
989,0001111011101,0
990,0001111011110,0
991,0001111011111,1
992,0001111100000,0
993,0001111100001,0
994,0001111100010,0
995,0001111100011,0
996,0001111100100,0
997,0001111100101,1
998,0001111100110,0
999,0001111100111,0
1000,0001111101000,0
1001,0001111101001,0
1002,0001111101010,0
1003,0001111101011,0
1004,0001111101100,0
1005,0001111101101,0
1006,0001111101110,0
1007,0001111101111,0
1008,0001111110000,0
1009,0001111110001,1
1010,0001111110010,0
1011,0001111110011,0
1012,0001111110100,0
1013,0001111110101,1
1014,0001111110110,0
1015,0001111110111,0
1016,0001111111000,0
1017,0001111111001,0
1018,0001111111010,0
1019,0001111111011,1
1020,0001111111100,0
1021,0001111111101,1
1022,0001111111110,0
1023,0001111111111,0
1024,0010000000000,0
1025,0010000000001,0
1026,0010000000010,0
1027,0010000000011,0
1028,0010000000100,0
1029,0010000000101,0
1030,0010000000110,0
1031,0010000000111,1
1032,0010000001000,0
1033,0010000001001,1
1034,0010000001010,0
1035,0010000001011,0
1036,0010000001100,0
1037,0010000001101,0
1038,0010000001110,0
1039,0010000001111,1
1040,0010000010000,0
1041,0010000010001,0
1042,0010000010010,0
1043,0010000010011,0
1044,0010000010100,0
1045,0010000010101,0
1046,0010000010110,0
1047,0010000010111,0
1048,0010000011000,0
1049,0010000011001,1
1050,0010000011010,0
1051,0010000011011,1
1052,0010000011100,0
1053,0010000011101,0
1054,0010000011110,0
1055,0010000011111,0
1056,0010000100000,0
1057,0010000100001,0
1058,0010000100010,0
1059,0010000100011,0
1060,0010000100100,0
1061,0010000100101,1
1062,0010000100110,0
1063,0010000100111,1
1064,0010000101000,0
1065,0010000101001,0
1066,0010000101010,0
1067,0010000101011,0
1068,0010000101100,0
1069,0010000101101,1
1070,0010000101110,0
1071,0010000101111,0
1072,0010000110000,0
1073,0010000110001,0
1074,0010000110010,0
1075,0010000110011,0
1076,0010000110100,0
1077,0010000110101,0
1078,0010000110110,0
1079,0010000110111,0
1080,0010000111000,0
1081,0010000111001,0
1082,0010000111010,0
1083,0010000111011,0
1084,0010000111100,0
1085,0010000111101,0
1086,0010000111110,0
1087,0010000111111,1
1088,0010001000000,0
1089,0010001000001,0
1090,0010001000010,0
1091,0010001000011,1
1092,0010001000100,0
1093,0010001000101,1
1094,0010001000110,0
1095,0010001000111,0
1096,0010001001000,0
1097,0010001001001,1
1098,0010001001010,0
1099,0010001001011,0
1100,0010001001100,0
1101,0010001001101,0
1102,0010001001110,0
1103,0010001001111,1
1104,0010001010000,0
1105,0010001010001,0
1106,0010001010010,0
1107,0010001010011,0
1108,0010001010100,0
1109,0010001010101,1
1110,0010001010110,0
1111,0010001010111,0
1112,0010001011000,0
1113,0010001011001,0
1114,0010001011010,0
1115,0010001011011,0
1116,0010001011100,0
1117,0010001011101,1
1118,0010001011110,0
1119,0010001011111,0
1120,0010001100000,0
1121,0010001100001,0
1122,0010001100010,0
1123,0010001100011,1
1124,0010001100100,0
1125,0010001100101,0
1126,0010001100110,0
1127,0010001100111,0
1128,0010001101000,0
1129,0010001101001,1
1130,0010001101010,0
1131,0010001101011,0
1132,0010001101100,0
1133,0010001101101,0
1134,0010001101110,0
1135,0010001101111,0
1136,0010001110000,0
1137,0010001110001,0
1138,0010001110010,0
1139,0010001110011,0
1140,0010001110100,0
1141,0010001110101,0
1142,0010001110110,0
1143,0010001110111,0
1144,0010001111000,0
1145,0010001111001,0
1146,0010001111010,0
1147,0010001111011,0
1148,0010001111100,0
1149,0010001111101,0
1150,0010001111110,0
1151,0010001111111,1
1152,0010010000000,0
1153,0010010000001,1
1154,0010010000010,0
1155,0010010000011,0
1156,0010010000100,0
1157,0010010000101,0
1158,0010010000110,0
1159,0010010000111,0
1160,0010010001000,0
1161,0010010001001,0
1162,0010010001010,0
1163,0010010001011,1
1164,0010010001100,0
1165,0010010001101,0
1166,0010010001110,0
1167,0010010001111,0
1168,0010010010000,0
1169,0010010010001,0
1170,0010010010010,0
1171,0010010010011,1
1172,0010010010100,0
1173,0010010010101,0
1174,0010010010110,0
1175,0010010010111,0
1176,0010010011000,0
1177,0010010011001,0
1178,0010010011010,0
1179,0010010011011,0
1180,0010010011100,0
1181,0010010011101,1
1182,0010010011110,0
1183,0010010011111,0
1184,0010010100000,0
1185,0010010100001,0
1186,0010010100010,0
1187,0010010100011,1
1188,0010010100100,0
1189,0010010100101,0
1190,0010010100110,0
1191,0010010100111,0
1192,0010010101000,0
1193,0010010101001,1
1194,0010010101010,0
1195,0010010101011,0
1196,0010010101100,0
1197,0010010101101,0
1198,0010010101110,0
1199,0010010101111,0
1200,0010010110000,0
1201,0010010110001,1
1202,0010010110010,0
1203,0010010110011,0
1204,0010010110100,0
1205,0010010110101,0
1206,0010010110110,0
1207,0010010110111,0
1208,0010010111000,0
1209,0010010111001,0
1210,0010010111010,0
1211,0010010111011,0
1212,0010010111100,0
1213,0010010111101,1
1214,0010010111110,0
1215,0010010111111,0
1216,0010011000000,0
1217,0010011000001,1
1218,0010011000010,0
1219,0010011000011,0
1220,0010011000100,0
1221,0010011000101,0
1222,0010011000110,0
1223,0010011000111,1
1224,0010011001000,0
1225,0010011001001,0
1226,0010011001010,0
1227,0010011001011,0
1228,0010011001100,0
1229,0010011001101,1
1230,0010011001110,0
1231,0010011001111,1
1232,0010011010000,0
1233,0010011010001,0
1234,0010011010010,0
1235,0010011010011,0
1236,0010011010100,0
1237,0010011010101,1
1238,0010011010110,0
1239,0010011010111,0
1240,0010011011000,0
1241,0010011011001,0
1242,0010011011010,0
1243,0010011011011,0
1244,0010011011100,0
1245,0010011011101,0
1246,0010011011110,0
1247,0010011011111,0
1248,0010011100000,0
1249,0010011100001,1
1250,0010011100010,0
1251,0010011100011,0
1252,0010011100100,0
1253,0010011100101,0
1254,0010011100110,0
1255,0010011100111,0
1256,0010011101000,0
1257,0010011101001,0
1258,0010011101010,0
1259,0010011101011,1
1260,0010011101100,0
1261,0010011101101,0
1262,0010011101110,0
1263,0010011101111,0
1264,0010011110000,0
1265,0010011110001,0
1266,0010011110010,0
1267,0010011110011,0
1268,0010011110100,0
1269,0010011110101,0
1270,0010011110110,0
1271,0010011110111,0
1272,0010011111000,0
1273,0010011111001,0
1274,0010011111010,0
1275,0010011111011,0
1276,0010011111100,0
1277,0010011111101,1
1278,0010011111110,0
1279,0010011111111,1
1280,0010100000000,0
1281,0010100000001,0
1282,0010100000010,0
1283,0010100000011,1
1284,0010100000100,0
1285,0010100000101,0
1286,0010100000110,0
1287,0010100000111,0
1288,0010100001000,0
1289,0010100001001,1
1290,0010100001010,0
1291,0010100001011,1
1292,0010100001100,0
1293,0010100001101,0
1294,0010100001110,0
1295,0010100001111,0
1296,0010100010000,0
1297,0010100010001,1
1298,0010100010010,0
1299,0010100010011,0
1300,0010100010100,0
1301,0010100010101,1
1302,0010100010110,0
1303,0010100010111,1
1304,0010100011000,0
1305,0010100011001,0
1306,0010100011010,0
1307,0010100011011,1
1308,0010100011100,0
1309,0010100011101,0
1310,0010100011110,0
1311,0010100011111,0
1312,0010100100000,0
1313,0010100100001,0
1314,0010100100010,0
1315,0010100100011,0
1316,0010100100100,0
1317,0010100100101,0
1318,0010100100110,0
1319,0010100100111,1
1320,0010100101000,0
1321,0010100101001,1
1322,0010100101010,0
1323,0010100101011,0
1324,0010100101100,0
1325,0010100101101,0
1326,0010100101110,0
1327,0010100101111,1
1328,0010100110000,0
1329,0010100110001,0
1330,0010100110010,0
1331,0010100110011,0
1332,0010100110100,0
1333,0010100110101,0
1334,0010100110110,0
1335,0010100110111,0
1336,0010100111000,0
1337,0010100111001,0
1338,0010100111010,0
1339,0010100111011,0
1340,0010100111100,0
1341,0010100111101,0
1342,0010100111110,0
1343,0010100111111,0
1344,0010101000000,0
1345,0010101000001,0
1346,0010101000010,0
1347,0010101000011,0
1348,0010101000100,0
1349,0010101000101,0
1350,0010101000110,0
1351,0010101000111,0
1352,0010101001000,0
1353,0010101001001,0
1354,0010101001010,0
1355,0010101001011,0
1356,0010101001100,0
1357,0010101001101,0
1358,0010101001110,0
1359,0010101001111,0
1360,0010101010000,0
