int,binary,isPrime
108,00000001101100,0
109,00000001101101,1
110,00000001101110,0
111,00000001101111,0
112,00000001110000,0
113,00000001110001,1
114,00000001110010,0
115,00000001110011,0
116,00000001110100,0
117,00000001110101,0
118,00000001110110,0
119,00000001110111,0
120,00000001111000,0
121,00000001111001,0
122,00000001111010,0
123,00000001111011,0
124,00000001111100,0
125,00000001111101,0
126,00000001111110,0
127,00000001111111,1
128,00000010000000,0
129,00000010000001,0
130,00000010000010,0
131,00000010000011,1
132,00000010000100,0
133,00000010000101,0
134,00000010000110,0
135,00000010000111,0
136,00000010001000,0
137,00000010001001,1
138,00000010001010,0
139,00000010001011,1
140,00000010001100,0
141,00000010001101,0
142,00000010001110,0
143,00000010001111,0
144,00000010010000,0
145,00000010010001,0
146,00000010010010,0
147,00000010010011,0
148,00000010010100,0
149,00000010010101,1
150,00000010010110,0
151,00000010010111,1
152,00000010011000,0
153,00000010011001,0
154,00000010011010,0
155,00000010011011,0
156,00000010011100,0
157,00000010011101,1
158,00000010011110,0
159,00000010011111,0
160,00000010100000,0
161,00000010100001,0
162,00000010100010,0
163,00000010100011,1
164,00000010100100,0
165,00000010100101,0
166,00000010100110,0
167,00000010100111,1
168,00000010101000,0
169,00000010101001,0
170,00000010101010,0
171,00000010101011,0
172,00000010101100,0
173,00000010101101,1
174,00000010101110,0
175,00000010101111,0
176,00000010110000,0
177,00000010110001,0
178,00000010110010,0
179,00000010110011,1
180,00000010110100,0
181,00000010110101,1
182,00000010110110,0
183,00000010110111,0
184,00000010111000,0
185,00000010111001,0
186,00000010111010,0
187,00000010111011,0
188,00000010111100,0
189,00000010111101,0
190,00000010111110,0
191,00000010111111,1
192,00000011000000,0
193,00000011000001,1
194,00000011000010,0
195,00000011000011,0
196,00000011000100,0
197,00000011000101,1
198,00000011000110,0
199,00000011000111,1
200,00000011001000,0
201,00000011001001,0
202,00000011001010,0
203,00000011001011,0
204,00000011001100,0
205,00000011001101,0
206,00000011001110,0
207,00000011001111,0
208,00000011010000,0
209,00000011010001,0
210,00000011010010,0
211,00000011010011,1
212,00000011010100,0
213,00000011010101,0
214,00000011010110,0
215,00000011010111,0
216,00000011011000,0
217,00000011011001,0
218,00000011011010,0
219,00000011011011,0
220,00000011011100,0
221,00000011011101,0
222,00000011011110,0
223,00000011011111,1
224,00000011100000,0
225,00000011100001,0
226,00000011100010,0
227,00000011100011,1
228,00000011100100,0
229,00000011100101,1
230,00000011100110,0
231,00000011100111,0
232,00000011101000,0
233,00000011101001,1
234,00000011101010,0
235,00000011101011,0
236,00000011101100,0
237,00000011101101,0
238,00000011101110,0
239,00000011101111,1
240,00000011110000,0
241,00000011110001,1
242,00000011110010,0
243,00000011110011,0
244,00000011110100,0
245,00000011110101,0
246,00000011110110,0
247,00000011110111,0
248,00000011111000,0
249,00000011111001,0
250,00000011111010,0
251,00000011111011,1
252,00000011111100,0
253,00000011111101,0
254,00000011111110,0
255,00000011111111,0
256,00000100000000,0
257,00000100000001,1
258,00000100000010,0
259,00000100000011,0
260,00000100000100,0
261,00000100000101,0
262,00000100000110,0
263,00000100000111,1
264,00000100001000,0
265,00000100001001,0
266,00000100001010,0
267,00000100001011,0
268,00000100001100,0
269,00000100001101,1
270,00000100001110,0
271,00000100001111,1
272,00000100010000,0
273,00000100010001,0
274,00000100010010,0
275,00000100010011,0
276,00000100010100,0
277,00000100010101,1
278,00000100010110,0
279,00000100010111,0
280,00000100011000,0
281,00000100011001,1
282,00000100011010,0
283,00000100011011,1
284,00000100011100,0
285,00000100011101,0
286,00000100011110,0
287,00000100011111,0
288,00000100100000,0
289,00000100100001,0
290,00000100100010,0
291,00000100100011,0
292,00000100100100,0
293,00000100100101,1
294,00000100100110,0
295,00000100100111,0
296,00000100101000,0
297,00000100101001,0
298,00000100101010,0
299,00000100101011,0
300,00000100101100,0
301,00000100101101,0
302,00000100101110,0
303,00000100101111,0
304,00000100110000,0
305,00000100110001,0
306,00000100110010,0
307,00000100110011,1
308,00000100110100,0
309,00000100110101,0
310,00000100110110,0
311,00000100110111,1
312,00000100111000,0
313,00000100111001,1
314,00000100111010,0
315,00000100111011,0
316,00000100111100,0
317,00000100111101,1
318,00000100111110,0
319,00000100111111,0
320,00000101000000,0
321,00000101000001,0
322,00000101000010,0
323,00000101000011,0
324,00000101000100,0
325,00000101000101,0
326,00000101000110,0
327,00000101000111,0
328,00000101001000,0
329,00000101001001,0
330,00000101001010,0
331,00000101001011,1
332,00000101001100,0
333,00000101001101,0
334,00000101001110,0
335,00000101001111,0
336,00000101010000,0
337,00000101010001,1
338,00000101010010,0
339,00000101010011,0
340,00000101010100,0
341,00000101010101,0
342,00000101010110,0
343,00000101010111,0
344,00000101011000,0
345,00000101011001,0
346,00000101011010,0
347,00000101011011,1
348,00000101011100,0
349,00000101011101,1
350,00000101011110,0
351,00000101011111,0
352,00000101100000,0
353,00000101100001,1
354,00000101100010,0
355,00000101100011,0
356,00000101100100,0
357,00000101100101,0
358,00000101100110,0
359,00000101100111,1
360,00000101101000,0
361,00000101101001,0
362,00000101101010,0
363,00000101101011,0
364,00000101101100,0
365,00000101101101,0
366,00000101101110,0
367,00000101101111,1
368,00000101110000,0
369,00000101110001,0
370,00000101110010,0
371,00000101110011,0
372,00000101110100,0
373,00000101110101,1
374,00000101110110,0
375,00000101110111,0
376,00000101111000,0
377,00000101111001,0
378,00000101111010,0
379,00000101111011,1
380,00000101111100,0
381,00000101111101,0
382,00000101111110,0
383,00000101111111,1
384,00000110000000,0
385,00000110000001,0
386,00000110000010,0
387,00000110000011,0
388,00000110000100,0
389,00000110000101,1
390,00000110000110,0
391,00000110000111,0
392,00000110001000,0
393,00000110001001,0
394,00000110001010,0
395,00000110001011,0
396,00000110001100,0
397,00000110001101,1
398,00000110001110,0
399,00000110001111,0
400,00000110010000,0
401,00000110010001,1
402,00000110010010,0
403,00000110010011,0
404,00000110010100,0
405,00000110010101,0
406,00000110010110,0
407,00000110010111,0
408,00000110011000,0
409,00000110011001,1
410,00000110011010,0
411,00000110011011,0
412,00000110011100,0
413,00000110011101,0
414,00000110011110,0
415,00000110011111,0
416,00000110100000,0
417,00000110100001,0
418,00000110100010,0
419,00000110100011,1
420,00000110100100,0
421,00000110100101,1
422,00000110100110,0
423,00000110100111,0
424,00000110101000,0
425,00000110101001,0
426,00000110101010,0
427,00000110101011,0
428,00000110101100,0
429,00000110101101,0
430,00000110101110,0
431,00000110101111,1
432,00000110110000,0
433,00000110110001,1
434,00000110110010,0
435,00000110110011,0
436,00000110110100,0
437,00000110110101,0
438,00000110110110,0
439,00000110110111,1
440,00000110111000,0
441,00000110111001,0
442,00000110111010,0
443,00000110111011,1
444,00000110111100,0
445,00000110111101,0
446,00000110111110,0
447,00000110111111,0
448,00000111000000,0
449,00000111000001,1
450,00000111000010,0
451,00000111000011,0
452,00000111000100,0
453,00000111000101,0
454,00000111000110,0
455,00000111000111,0
456,00000111001000,0
457,00000111001001,1
458,00000111001010,0
459,00000111001011,0
460,00000111001100,0
461,00000111001101,1
462,00000111001110,0
463,00000111001111,1
464,00000111010000,0
465,00000111010001,0
466,00000111010010,0
467,00000111010011,1
468,00000111010100,0
469,00000111010101,0
470,00000111010110,0
471,00000111010111,0
472,00000111011000,0
473,00000111011001,0
474,00000111011010,0
475,00000111011011,0
476,00000111011100,0
477,00000111011101,0
478,00000111011110,0
479,00000111011111,1
480,00000111100000,0
481,00000111100001,0
482,00000111100010,0
483,00000111100011,0
484,00000111100100,0
485,00000111100101,0
486,00000111100110,0
487,00000111100111,1
488,00000111101000,0
489,00000111101001,0
490,00000111101010,0
491,00000111101011,1
492,00000111101100,0
493,00000111101101,0
494,00000111101110,0
495,00000111101111,0
496,00000111110000,0
497,00000111110001,0
498,00000111110010,0
499,00000111110011,1
500,00000111110100,0
501,00000111110101,0
502,00000111110110,0
503,00000111110111,1
504,00000111111000,0
505,00000111111001,0
506,00000111111010,0
507,00000111111011,0
508,00000111111100,0
509,00000111111101,1
510,00000111111110,0
511,00000111111111,0
512,00001000000000,0
513,00001000000001,0
514,00001000000010,0
515,00001000000011,0
516,00001000000100,0
517,00001000000101,0
518,00001000000110,0
519,00001000000111,0
520,00001000001000,0
521,00001000001001,1
522,00001000001010,0
523,00001000001011,1
524,00001000001100,0
525,00001000001101,0
526,00001000001110,0
527,00001000001111,0
528,00001000010000,0
529,00001000010001,0
530,00001000010010,0
531,00001000010011,0
532,00001000010100,0
533,00001000010101,0
534,00001000010110,0
535,00001000010111,0
536,00001000011000,0
537,00001000011001,0
538,00001000011010,0
539,00001000011011,0
540,00001000011100,0
541,00001000011101,1
542,00001000011110,0
543,00001000011111,0
544,00001000100000,0
545,00001000100001,0
546,00001000100010,0
547,00001000100011,1
548,00001000100100,0
549,00001000100101,0
550,00001000100110,0
551,00001000100111,0
552,00001000101000,0
553,00001000101001,0
554,00001000101010,0
555,00001000101011,0
556,00001000101100,0
557,00001000101101,1
558,00001000101110,0
559,00001000101111,0
560,00001000110000,0
561,00001000110001,0
562,00001000110010,0
563,00001000110011,1
564,00001000110100,0
565,00001000110101,0
566,00001000110110,0
567,00001000110111,0
568,00001000111000,0
569,00001000111001,1
570,00001000111010,0
571,00001000111011,1
572,00001000111100,0
573,00001000111101,0
574,00001000111110,0
575,00001000111111,0
576,00001001000000,0
577,00001001000001,1
578,00001001000010,0
579,00001001000011,0
580,00001001000100,0
581,00001001000101,0
582,00001001000110,0
583,00001001000111,0
584,00001001001000,0
585,00001001001001,0
586,00001001001010,0
587,00001001001011,1
588,00001001001100,0
589,00001001001101,0
590,00001001001110,0
591,00001001001111,0
592,00001001010000,0
593,00001001010001,1
594,00001001010010,0
595,00001001010011,0
596,00001001010100,0
597,00001001010101,0
598,00001001010110,0
599,00001001010111,1
600,00001001011000,0
601,00001001011001,1
602,00001001011010,0
603,00001001011011,0
604,00001001011100,0
605,00001001011101,0
606,00001001011110,0
607,00001001011111,1
608,00001001100000,0
609,00001001100001,0
610,00001001100010,0
611,00001001100011,0
612,00001001100100,0
613,00001001100101,1
614,00001001100110,0
615,00001001100111,0
616,00001001101000,0
617,00001001101001,1
618,00001001101010,0
619,00001001101011,1
620,00001001101100,0
621,00001001101101,0
622,00001001101110,0
623,00001001101111,0
624,00001001110000,0
625,00001001110001,0
626,00001001110010,0
627,00001001110011,0
628,00001001110100,0
629,00001001110101,0
630,00001001110110,0
631,00001001110111,1
632,00001001111000,0
633,00001001111001,0
634,00001001111010,0
635,00001001111011,0
636,00001001111100,0
637,00001001111101,0
638,00001001111110,0
639,00001001111111,0
640,00001010000000,0
641,00001010000001,1
642,00001010000010,0
643,00001010000011,1
644,00001010000100,0
645,00001010000101,0
646,00001010000110,0
647,00001010000111,1
648,00001010001000,0
649,00001010001001,0
650,00001010001010,0
651,00001010001011,0
652,00001010001100,0
653,00001010001101,1
654,00001010001110,0
655,00001010001111,0
656,00001010010000,0
657,00001010010001,0
658,00001010010010,0
659,00001010010011,1
660,00001010010100,0
661,00001010010101,1
662,00001010010110,0
663,00001010010111,0
664,00001010011000,0
665,00001010011001,0
666,00001010011010,0
667,00001010011011,0
668,00001010011100,0
669,00001010011101,0
670,00001010011110,0
671,00001010011111,0
672,00001010100000,0
673,00001010100001,1
674,00001010100010,0
675,00001010100011,0
676,00001010100100,0
677,00001010100101,1
678,00001010100110,0
679,00001010100111,0
680,00001010101000,0
681,00001010101001,0
682,00001010101010,0
683,00001010101011,1
684,00001010101100,0
685,00001010101101,0
686,00001010101110,0
687,00001010101111,0
688,00001010110000,0
689,00001010110001,0
690,00001010110010,0
691,00001010110011,1
692,00001010110100,0
693,00001010110101,0
694,00001010110110,0
695,00001010110111,0
696,00001010111000,0
697,00001010111001,0
698,00001010111010,0
699,00001010111011,0
700,00001010111100,0
701,00001010111101,1
702,00001010111110,0
703,00001010111111,0
704,00001011000000,0
705,00001011000001,0
706,00001011000010,0
707,00001011000011,0
708,00001011000100,0
709,00001011000101,1
710,00001011000110,0
711,00001011000111,0
712,00001011001000,0
713,00001011001001,0
714,00001011001010,0
715,00001011001011,0
716,00001011001100,0
717,00001011001101,0
718,00001011001110,0
719,00001011001111,1
720,00001011010000,0
721,00001011010001,0
722,00001011010010,0
723,00001011010011,0
724,00001011010100,0
725,00001011010101,0
726,00001011010110,0
727,00001011010111,1
728,00001011011000,0
729,00001011011001,0
730,00001011011010,0
731,00001011011011,0
732,00001011011100,0
733,00001011011101,1
734,00001011011110,0
735,00001011011111,0
736,00001011100000,0
737,00001011100001,0
738,00001011100010,0
739,00001011100011,1
740,00001011100100,0
741,00001011100101,0
742,00001011100110,0
743,00001011100111,1
744,00001011101000,0
745,00001011101001,0
746,00001011101010,0
747,00001011101011,0
748,00001011101100,0
749,00001011101101,0
750,00001011101110,0
751,00001011101111,1
752,00001011110000,0
753,00001011110001,0
754,00001011110010,0
755,00001011110011,0
756,00001011110100,0
757,00001011110101,1
758,00001011110110,0
759,00001011110111,0
760,00001011111000,0
761,00001011111001,1
762,00001011111010,0
763,00001011111011,0
764,00001011111100,0
765,00001011111101,0
766,00001011111110,0
767,00001011111111,0
768,00001100000000,0
769,00001100000001,1
770,00001100000010,0
771,00001100000011,0
772,00001100000100,0
773,00001100000101,1
774,00001100000110,0
775,00001100000111,0
776,00001100001000,0
777,00001100001001,0
778,00001100001010,0
779,00001100001011,0
780,00001100001100,0
781,00001100001101,0
782,00001100001110,0
783,00001100001111,0
784,00001100010000,0
785,00001100010001,0
786,00001100010010,0
787,00001100010011,1
788,00001100010100,0
789,00001100010101,0
790,00001100010110,0
791,00001100010111,0
792,00001100011000,0
793,00001100011001,0
794,00001100011010,0
795,00001100011011,0
796,00001100011100,0
797,00001100011101,1
798,00001100011110,0
799,00001100011111,0
800,00001100100000,0
801,00001100100001,0
802,00001100100010,0
803,00001100100011,0
804,00001100100100,0
805,00001100100101,0
806,00001100100110,0
807,00001100100111,0
808,00001100101000,0
809,00001100101001,1
810,00001100101010,0
811,00001100101011,1
812,00001100101100,0
813,00001100101101,0
814,00001100101110,0
815,00001100101111,0
816,00001100110000,0
817,00001100110001,0
818,00001100110010,0
819,00001100110011,0
820,00001100110100,0
821,00001100110101,1
822,00001100110110,0
823,00001100110111,1
824,00001100111000,0
825,00001100111001,0
826,00001100111010,0
827,00001100111011,1
828,00001100111100,0
829,00001100111101,1
830,00001100111110,0
831,00001100111111,0
832,00001101000000,0
833,00001101000001,0
834,00001101000010,0
835,00001101000011,0
836,00001101000100,0
837,00001101000101,0
838,00001101000110,0
839,00001101000111,1
840,00001101001000,0
841,00001101001001,0
842,00001101001010,0
843,00001101001011,0
844,00001101001100,0
845,00001101001101,0
846,00001101001110,0
847,00001101001111,0
848,00001101010000,0
849,00001101010001,0
850,00001101010010,0
851,00001101010011,0
852,00001101010100,0
853,00001101010101,1
854,00001101010110,0
855,00001101010111,0
856,00001101011000,0
857,00001101011001,1
858,00001101011010,0
859,00001101011011,1
860,00001101011100,0
861,00001101011101,0
862,00001101011110,0
863,00001101011111,1
864,00001101100000,0
865,00001101100001,0
866,00001101100010,0
867,00001101100011,0
868,00001101100100,0
869,00001101100101,0
870,00001101100110,0
871,00001101100111,0
872,00001101101000,0
873,00001101101001,0
874,00001101101010,0
875,00001101101011,0
876,00001101101100,0
877,00001101101101,1
878,00001101101110,0
879,00001101101111,0
880,00001101110000,0
881,00001101110001,1
882,00001101110010,0
883,00001101110011,1
884,00001101110100,0
885,00001101110101,0
886,00001101110110,0
887,00001101110111,1
888,00001101111000,0
889,00001101111001,0
890,00001101111010,0
891,00001101111011,0
892,00001101111100,0
893,00001101111101,0
894,00001101111110,0
895,00001101111111,0
896,00001110000000,0
897,00001110000001,0
898,00001110000010,0
899,00001110000011,0
900,00001110000100,0
901,00001110000101,0
902,00001110000110,0
903,00001110000111,0
904,00001110001000,0
905,00001110001001,0
906,00001110001010,0
907,00001110001011,1
908,00001110001100,0
909,00001110001101,0
910,00001110001110,0
911,00001110001111,1
912,00001110010000,0
913,00001110010001,0
914,00001110010010,0
915,00001110010011,0
916,00001110010100,0
917,00001110010101,0
918,00001110010110,0
919,00001110010111,1
920,00001110011000,0
921,00001110011001,0
922,00001110011010,0
923,00001110011011,0
924,00001110011100,0
925,00001110011101,0
926,00001110011110,0
927,00001110011111,0
928,00001110100000,0
929,00001110100001,1
930,00001110100010,0
931,00001110100011,0
932,00001110100100,0
933,00001110100101,0
934,00001110100110,0
935,00001110100111,0
936,00001110101000,0
937,00001110101001,1
938,00001110101010,0
939,00001110101011,0
940,00001110101100,0
941,00001110101101,1
942,00001110101110,0
943,00001110101111,0
944,00001110110000,0
945,00001110110001,0
946,00001110110010,0
947,00001110110011,1
948,00001110110100,0
949,00001110110101,0
950,00001110110110,0
951,00001110110111,0
952,00001110111000,0
953,00001110111001,1
954,00001110111010,0
955,00001110111011,0
956,00001110111100,0
957,00001110111101,0
958,00001110111110,0
959,00001110111111,0
960,00001111000000,0
961,00001111000001,0
962,00001111000010,0
963,00001111000011,0
964,00001111000100,0
965,00001111000101,0
966,00001111000110,0
967,00001111000111,1
968,00001111001000,0
969,00001111001001,0
970,00001111001010,0
971,00001111001011,1
972,00001111001100,0
973,00001111001101,0
974,00001111001110,0
975,00001111001111,0
976,00001111010000,0
977,00001111010001,1
978,00001111010010,0
979,00001111010011,0
980,00001111010100,0
981,00001111010101,0
982,00001111010110,0
983,00001111010111,1
984,00001111011000,0
985,00001111011001,0
986,00001111011010,0
987,00001111011011,0
988,00001111011100,0
989,00001111011101,0
990,00001111011110,0
991,00001111011111,1
992,00001111100000,0
993,00001111100001,0
994,00001111100010,0
995,00001111100011,0
996,00001111100100,0
997,00001111100101,1
998,00001111100110,0
999,00001111100111,0
1000,00001111101000,0
1001,00001111101001,0
1002,00001111101010,0
1003,00001111101011,0
1004,00001111101100,0
1005,00001111101101,0
1006,00001111101110,0
1007,00001111101111,0
1008,00001111110000,0
1009,00001111110001,1
1010,00001111110010,0
1011,00001111110011,0
1012,00001111110100,0
1013,00001111110101,1
1014,00001111110110,0
1015,00001111110111,0
1016,00001111111000,0
1017,00001111111001,0
1018,00001111111010,0
1019,00001111111011,1
1020,00001111111100,0
1021,00001111111101,1
1022,00001111111110,0
1023,00001111111111,0
1024,00010000000000,0
1025,00010000000001,0
1026,00010000000010,0
1027,00010000000011,0
1028,00010000000100,0
1029,00010000000101,0
1030,00010000000110,0
1031,00010000000111,1
1032,00010000001000,0
1033,00010000001001,1
1034,00010000001010,0
1035,00010000001011,0
1036,00010000001100,0
1037,00010000001101,0
1038,00010000001110,0
1039,00010000001111,1
1040,00010000010000,0
1041,00010000010001,0
1042,00010000010010,0
1043,00010000010011,0
1044,00010000010100,0
1045,00010000010101,0
1046,00010000010110,0
1047,00010000010111,0
1048,00010000011000,0
1049,00010000011001,1
1050,00010000011010,0
1051,00010000011011,1
1052,00010000011100,0
1053,00010000011101,0
1054,00010000011110,0
1055,00010000011111,0
1056,00010000100000,0
1057,00010000100001,0
1058,00010000100010,0
1059,00010000100011,0
1060,00010000100100,0
1061,00010000100101,1
1062,00010000100110,0
1063,00010000100111,1
1064,00010000101000,0
1065,00010000101001,0
1066,00010000101010,0
1067,00010000101011,0
1068,00010000101100,0
1069,00010000101101,1
1070,00010000101110,0
1071,00010000101111,0
1072,00010000110000,0
1073,00010000110001,0
1074,00010000110010,0
1075,00010000110011,0
1076,00010000110100,0
1077,00010000110101,0
1078,00010000110110,0
1079,00010000110111,0
1080,00010000111000,0
1081,00010000111001,0
1082,00010000111010,0
1083,00010000111011,0
1084,00010000111100,0
1085,00010000111101,0
1086,00010000111110,0
1087,00010000111111,1
1088,00010001000000,0
1089,00010001000001,0
1090,00010001000010,0
1091,00010001000011,1
1092,00010001000100,0
1093,00010001000101,1
1094,00010001000110,0
1095,00010001000111,0
1096,00010001001000,0
1097,00010001001001,1
1098,00010001001010,0
1099,00010001001011,0
1100,00010001001100,0
1101,00010001001101,0
1102,00010001001110,0
1103,00010001001111,1
1104,00010001010000,0
1105,00010001010001,0
1106,00010001010010,0
1107,00010001010011,0
1108,00010001010100,0
1109,00010001010101,1
1110,00010001010110,0
1111,00010001010111,0
1112,00010001011000,0
1113,00010001011001,0
1114,00010001011010,0
1115,00010001011011,0
1116,00010001011100,0
1117,00010001011101,1
1118,00010001011110,0
1119,00010001011111,0
1120,00010001100000,0
1121,00010001100001,0
1122,00010001100010,0
1123,00010001100011,1
1124,00010001100100,0
1125,00010001100101,0
1126,00010001100110,0
1127,00010001100111,0
1128,00010001101000,0
1129,00010001101001,1
1130,00010001101010,0
1131,00010001101011,0
1132,00010001101100,0
1133,00010001101101,0
1134,00010001101110,0
1135,00010001101111,0
1136,00010001110000,0
1137,00010001110001,0
1138,00010001110010,0
1139,00010001110011,0
1140,00010001110100,0
1141,00010001110101,0
1142,00010001110110,0
1143,00010001110111,0
1144,00010001111000,0
1145,00010001111001,0
1146,00010001111010,0
1147,00010001111011,0
1148,00010001111100,0
1149,00010001111101,0
1150,00010001111110,0
1151,00010001111111,1
1152,00010010000000,0
1153,00010010000001,1
1154,00010010000010,0
1155,00010010000011,0
1156,00010010000100,0
1157,00010010000101,0
1158,00010010000110,0
1159,00010010000111,0
1160,00010010001000,0
1161,00010010001001,0
1162,00010010001010,0
1163,00010010001011,1
1164,00010010001100,0
1165,00010010001101,0
1166,00010010001110,0
1167,00010010001111,0
1168,00010010010000,0
1169,00010010010001,0
1170,00010010010010,0
1171,00010010010011,1
1172,00010010010100,0
1173,00010010010101,0
1174,00010010010110,0
1175,00010010010111,0
1176,00010010011000,0
1177,00010010011001,0
1178,00010010011010,0
1179,00010010011011,0
1180,00010010011100,0
1181,00010010011101,1
1182,00010010011110,0
1183,00010010011111,0
1184,00010010100000,0
1185,00010010100001,0
1186,00010010100010,0
1187,00010010100011,1
1188,00010010100100,0
1189,00010010100101,0
1190,00010010100110,0
1191,00010010100111,0
1192,00010010101000,0
1193,00010010101001,1
1194,00010010101010,0
1195,00010010101011,0
1196,00010010101100,0
1197,00010010101101,0
1198,00010010101110,0
1199,00010010101111,0
1200,00010010110000,0
1201,00010010110001,1
1202,00010010110010,0
1203,00010010110011,0
1204,00010010110100,0
1205,00010010110101,0
1206,00010010110110,0
1207,00010010110111,0
1208,00010010111000,0
1209,00010010111001,0
1210,00010010111010,0
1211,00010010111011,0
1212,00010010111100,0
1213,00010010111101,1
1214,00010010111110,0
1215,00010010111111,0
1216,00010011000000,0
1217,00010011000001,1
1218,00010011000010,0
1219,00010011000011,0
1220,00010011000100,0
1221,00010011000101,0
1222,00010011000110,0
1223,00010011000111,1
1224,00010011001000,0
1225,00010011001001,0
1226,00010011001010,0
1227,00010011001011,0
1228,00010011001100,0
1229,00010011001101,1
1230,00010011001110,0
1231,00010011001111,1
1232,00010011010000,0
1233,00010011010001,0
1234,00010011010010,0
1235,00010011010011,0
1236,00010011010100,0
1237,00010011010101,1
1238,00010011010110,0
1239,00010011010111,0
1240,00010011011000,0
1241,00010011011001,0
1242,00010011011010,0
1243,00010011011011,0
1244,00010011011100,0
1245,00010011011101,0
1246,00010011011110,0
1247,00010011011111,0
1248,00010011100000,0
1249,00010011100001,1
1250,00010011100010,0
1251,00010011100011,0
1252,00010011100100,0
1253,00010011100101,0
1254,00010011100110,0
1255,00010011100111,0
1256,00010011101000,0
1257,00010011101001,0
1258,00010011101010,0
1259,00010011101011,1
1260,00010011101100,0
1261,00010011101101,0
1262,00010011101110,0
1263,00010011101111,0
1264,00010011110000,0
1265,00010011110001,0
1266,00010011110010,0
1267,00010011110011,0
1268,00010011110100,0
1269,00010011110101,0
1270,00010011110110,0
1271,00010011110111,0
1272,00010011111000,0
1273,00010011111001,0
1274,00010011111010,0
1275,00010011111011,0
1276,00010011111100,0
1277,00010011111101,1
1278,00010011111110,0
1279,00010011111111,1
1280,00010100000000,0
1281,00010100000001,0
1282,00010100000010,0
1283,00010100000011,1
1284,00010100000100,0
1285,00010100000101,0
1286,00010100000110,0
1287,00010100000111,0
1288,00010100001000,0
1289,00010100001001,1
1290,00010100001010,0
1291,00010100001011,1
1292,00010100001100,0
1293,00010100001101,0
1294,00010100001110,0
1295,00010100001111,0
1296,00010100010000,0
1297,00010100010001,1
1298,00010100010010,0
1299,00010100010011,0
1300,00010100010100,0
1301,00010100010101,1
1302,00010100010110,0
1303,00010100010111,1
1304,00010100011000,0
1305,00010100011001,0
1306,00010100011010,0
1307,00010100011011,1
1308,00010100011100,0
1309,00010100011101,0
1310,00010100011110,0
1311,00010100011111,0
1312,00010100100000,0
1313,00010100100001,0
1314,00010100100010,0
1315,00010100100011,0
1316,00010100100100,0
1317,00010100100101,0
1318,00010100100110,0
1319,00010100100111,1
1320,00010100101000,0
1321,00010100101001,1
1322,00010100101010,0
1323,00010100101011,0
1324,00010100101100,0
1325,00010100101101,0
1326,00010100101110,0
1327,00010100101111,1
1328,00010100110000,0
1329,00010100110001,0
1330,00010100110010,0
1331,00010100110011,0
1332,00010100110100,0
1333,00010100110101,0
1334,00010100110110,0
1335,00010100110111,0
1336,00010100111000,0
1337,00010100111001,0
1338,00010100111010,0
1339,00010100111011,0
1340,00010100111100,0
1341,00010100111101,0
1342,00010100111110,0
1343,00010100111111,0
1344,00010101000000,0
1345,00010101000001,0
1346,00010101000010,0
1347,00010101000011,0
1348,00010101000100,0
1349,00010101000101,0
1350,00010101000110,0
1351,00010101000111,0
1352,00010101001000,0
1353,00010101001001,0
1354,00010101001010,0
1355,00010101001011,0
1356,00010101001100,0
1357,00010101001101,0
1358,00010101001110,0
1359,00010101001111,0
1360,00010101010000,0
