int,binary,isPrime
358,000000101100110,0
359,000000101100111,1
360,000000101101000,0
361,000000101101001,0
362,000000101101010,0
363,000000101101011,0
364,000000101101100,0
365,000000101101101,0
366,000000101101110,0
367,000000101101111,1
368,000000101110000,0
369,000000101110001,0
370,000000101110010,0
371,000000101110011,0
372,000000101110100,0
373,000000101110101,1
374,000000101110110,0
375,000000101110111,0
376,000000101111000,0
377,000000101111001,0
378,000000101111010,0
379,000000101111011,1
380,000000101111100,0
381,000000101111101,0
382,000000101111110,0
383,000000101111111,1
384,000000110000000,0
385,000000110000001,0
386,000000110000010,0
387,000000110000011,0
388,000000110000100,0
389,000000110000101,1
390,000000110000110,0
391,000000110000111,0
392,000000110001000,0
393,000000110001001,0
394,000000110001010,0
395,000000110001011,0
396,000000110001100,0
397,000000110001101,1
398,000000110001110,0
399,000000110001111,0
400,000000110010000,0
401,000000110010001,1
402,000000110010010,0
403,000000110010011,0
404,000000110010100,0
405,000000110010101,0
406,000000110010110,0
407,000000110010111,0
408,000000110011000,0
409,000000110011001,1
410,000000110011010,0
411,000000110011011,0
412,000000110011100,0
413,000000110011101,0
414,000000110011110,0
415,000000110011111,0
416,000000110100000,0
417,000000110100001,0
418,000000110100010,0
419,000000110100011,1
420,000000110100100,0
421,000000110100101,1
422,000000110100110,0
423,000000110100111,0
424,000000110101000,0
425,000000110101001,0
426,000000110101010,0
427,000000110101011,0
428,000000110101100,0
429,000000110101101,0
430,000000110101110,0
431,000000110101111,1
432,000000110110000,0
433,000000110110001,1
434,000000110110010,0
435,000000110110011,0
436,000000110110100,0
437,000000110110101,0
438,000000110110110,0
439,000000110110111,1
440,000000110111000,0
441,000000110111001,0
442,000000110111010,0
443,000000110111011,1
444,000000110111100,0
445,000000110111101,0
446,000000110111110,0
447,000000110111111,0
448,000000111000000,0
449,000000111000001,1
450,000000111000010,0
451,000000111000011,0
452,000000111000100,0
453,000000111000101,0
454,000000111000110,0
455,000000111000111,0
456,000000111001000,0
457,000000111001001,1
458,000000111001010,0
459,000000111001011,0
460,000000111001100,0
461,000000111001101,1
462,000000111001110,0
463,000000111001111,1
464,000000111010000,0
465,000000111010001,0
466,000000111010010,0
467,000000111010011,1
468,000000111010100,0
469,000000111010101,0
470,000000111010110,0
471,000000111010111,0
472,000000111011000,0
473,000000111011001,0
474,000000111011010,0
475,000000111011011,0
476,000000111011100,0
477,000000111011101,0
478,000000111011110,0
479,000000111011111,1
480,000000111100000,0
481,000000111100001,0
482,000000111100010,0
483,000000111100011,0
484,000000111100100,0
485,000000111100101,0
486,000000111100110,0
487,000000111100111,1
488,000000111101000,0
489,000000111101001,0
490,000000111101010,0
491,000000111101011,1
492,000000111101100,0
493,000000111101101,0
494,000000111101110,0
495,000000111101111,0
496,000000111110000,0
497,000000111110001,0
498,000000111110010,0
499,000000111110011,1
500,000000111110100,0
501,000000111110101,0
502,000000111110110,0
503,000000111110111,1
504,000000111111000,0
505,000000111111001,0
506,000000111111010,0
507,000000111111011,0
508,000000111111100,0
509,000000111111101,1
510,000000111111110,0
511,000000111111111,0
512,000001000000000,0
513,000001000000001,0
514,000001000000010,0
515,000001000000011,0
516,000001000000100,0
517,000001000000101,0
518,000001000000110,0
519,000001000000111,0
520,000001000001000,0
521,000001000001001,1
522,000001000001010,0
523,000001000001011,1
524,000001000001100,0
525,000001000001101,0
526,000001000001110,0
527,000001000001111,0
528,000001000010000,0
529,000001000010001,0
530,000001000010010,0
531,000001000010011,0
532,000001000010100,0
533,000001000010101,0
534,000001000010110,0
535,000001000010111,0
536,000001000011000,0
537,000001000011001,0
538,000001000011010,0
539,000001000011011,0
540,000001000011100,0
541,000001000011101,1
542,000001000011110,0
543,000001000011111,0
544,000001000100000,0
545,000001000100001,0
546,000001000100010,0
547,000001000100011,1
548,000001000100100,0
549,000001000100101,0
550,000001000100110,0
551,000001000100111,0
552,000001000101000,0
553,000001000101001,0
554,000001000101010,0
555,000001000101011,0
556,000001000101100,0
557,000001000101101,1
558,000001000101110,0
559,000001000101111,0
560,000001000110000,0
561,000001000110001,0
562,000001000110010,0
563,000001000110011,1
564,000001000110100,0
565,000001000110101,0
566,000001000110110,0
567,000001000110111,0
568,000001000111000,0
569,000001000111001,1
570,000001000111010,0
571,000001000111011,1
572,000001000111100,0
573,000001000111101,0
574,000001000111110,0
575,000001000111111,0
576,000001001000000,0
577,000001001000001,1
578,000001001000010,0
579,000001001000011,0
580,000001001000100,0
581,000001001000101,0
582,000001001000110,0
583,000001001000111,0
584,000001001001000,0
585,000001001001001,0
586,000001001001010,0
587,000001001001011,1
588,000001001001100,0
589,000001001001101,0
590,000001001001110,0
591,000001001001111,0
592,000001001010000,0
593,000001001010001,1
594,000001001010010,0
595,000001001010011,0
596,000001001010100,0
597,000001001010101,0
598,000001001010110,0
599,000001001010111,1
600,000001001011000,0
601,000001001011001,1
602,000001001011010,0
603,000001001011011,0
604,000001001011100,0
605,000001001011101,0
606,000001001011110,0
607,000001001011111,1
608,000001001100000,0
609,000001001100001,0
610,000001001100010,0
611,000001001100011,0
612,000001001100100,0
613,000001001100101,1
614,000001001100110,0
615,000001001100111,0
616,000001001101000,0
617,000001001101001,1
618,000001001101010,0
619,000001001101011,1
620,000001001101100,0
621,000001001101101,0
622,000001001101110,0
623,000001001101111,0
624,000001001110000,0
625,000001001110001,0
626,000001001110010,0
627,000001001110011,0
628,000001001110100,0
629,000001001110101,0
630,000001001110110,0
631,000001001110111,1
632,000001001111000,0
633,000001001111001,0
634,000001001111010,0
635,000001001111011,0
636,000001001111100,0
637,000001001111101,0
638,000001001111110,0
639,000001001111111,0
640,000001010000000,0
641,000001010000001,1
642,000001010000010,0
643,000001010000011,1
644,000001010000100,0
645,000001010000101,0
646,000001010000110,0
647,000001010000111,1
648,000001010001000,0
649,000001010001001,0
650,000001010001010,0
651,000001010001011,0
652,000001010001100,0
653,000001010001101,1
654,000001010001110,0
655,000001010001111,0
656,000001010010000,0
657,000001010010001,0
658,000001010010010,0
659,000001010010011,1
660,000001010010100,0
661,000001010010101,1
662,000001010010110,0
663,000001010010111,0
664,000001010011000,0
665,000001010011001,0
666,000001010011010,0
667,000001010011011,0
668,000001010011100,0
669,000001010011101,0
670,000001010011110,0
671,000001010011111,0
672,000001010100000,0
673,000001010100001,1
674,000001010100010,0
675,000001010100011,0
676,000001010100100,0
677,000001010100101,1
678,000001010100110,0
679,000001010100111,0
680,000001010101000,0
681,000001010101001,0
682,000001010101010,0
683,000001010101011,1
684,000001010101100,0
685,000001010101101,0
686,000001010101110,0
687,000001010101111,0
688,000001010110000,0
689,000001010110001,0
690,000001010110010,0
691,000001010110011,1
692,000001010110100,0
693,000001010110101,0
694,000001010110110,0
695,000001010110111,0
696,000001010111000,0
697,000001010111001,0
698,000001010111010,0
699,000001010111011,0
700,000001010111100,0
701,000001010111101,1
702,000001010111110,0
703,000001010111111,0
704,000001011000000,0
705,000001011000001,0
706,000001011000010,0
707,000001011000011,0
708,000001011000100,0
709,000001011000101,1
710,000001011000110,0
711,000001011000111,0
712,000001011001000,0
713,000001011001001,0
714,000001011001010,0
715,000001011001011,0
716,000001011001100,0
717,000001011001101,0
718,000001011001110,0
719,000001011001111,1
720,000001011010000,0
721,000001011010001,0
722,000001011010010,0
723,000001011010011,0
724,000001011010100,0
725,000001011010101,0
726,000001011010110,0
727,000001011010111,1
728,000001011011000,0
729,000001011011001,0
730,000001011011010,0
731,000001011011011,0
732,000001011011100,0
733,000001011011101,1
734,000001011011110,0
735,000001011011111,0
736,000001011100000,0
737,000001011100001,0
738,000001011100010,0
739,000001011100011,1
740,000001011100100,0
741,000001011100101,0
742,000001011100110,0
743,000001011100111,1
744,000001011101000,0
745,000001011101001,0
746,000001011101010,0
747,000001011101011,0
748,000001011101100,0
749,000001011101101,0
750,000001011101110,0
751,000001011101111,1
752,000001011110000,0
753,000001011110001,0
754,000001011110010,0
755,000001011110011,0
756,000001011110100,0
757,000001011110101,1
758,000001011110110,0
759,000001011110111,0
760,000001011111000,0
761,000001011111001,1
762,000001011111010,0
763,000001011111011,0
764,000001011111100,0
765,000001011111101,0
766,000001011111110,0
767,000001011111111,0
768,000001100000000,0
769,000001100000001,1
770,000001100000010,0
771,000001100000011,0
772,000001100000100,0
773,000001100000101,1
774,000001100000110,0
775,000001100000111,0
776,000001100001000,0
777,000001100001001,0
778,000001100001010,0
779,000001100001011,0
780,000001100001100,0
781,000001100001101,0
782,000001100001110,0
783,000001100001111,0
784,000001100010000,0
785,000001100010001,0
786,000001100010010,0
787,000001100010011,1
788,000001100010100,0
789,000001100010101,0
790,000001100010110,0
791,000001100010111,0
792,000001100011000,0
793,000001100011001,0
794,000001100011010,0
795,000001100011011,0
796,000001100011100,0
797,000001100011101,1
798,000001100011110,0
799,000001100011111,0
800,000001100100000,0
801,000001100100001,0
802,000001100100010,0
803,000001100100011,0
804,000001100100100,0
805,000001100100101,0
806,000001100100110,0
807,000001100100111,0
808,000001100101000,0
809,000001100101001,1
810,000001100101010,0
811,000001100101011,1
812,000001100101100,0
813,000001100101101,0
814,000001100101110,0
815,000001100101111,0
816,000001100110000,0
817,000001100110001,0
818,000001100110010,0
819,000001100110011,0
820,000001100110100,0
821,000001100110101,1
822,000001100110110,0
823,000001100110111,1
824,000001100111000,0
825,000001100111001,0
826,000001100111010,0
827,000001100111011,1
828,000001100111100,0
829,000001100111101,1
830,000001100111110,0
831,000001100111111,0
832,000001101000000,0
833,000001101000001,0
834,000001101000010,0
835,000001101000011,0
836,000001101000100,0
837,000001101000101,0
838,000001101000110,0
839,000001101000111,1
840,000001101001000,0
841,000001101001001,0
842,000001101001010,0
843,000001101001011,0
844,000001101001100,0
845,000001101001101,0
846,000001101001110,0
847,000001101001111,0
848,000001101010000,0
849,000001101010001,0
850,000001101010010,0
851,000001101010011,0
852,000001101010100,0
853,000001101010101,1
854,000001101010110,0
855,000001101010111,0
856,000001101011000,0
857,000001101011001,1
858,000001101011010,0
859,000001101011011,1
860,000001101011100,0
861,000001101011101,0
862,000001101011110,0
863,000001101011111,1
864,000001101100000,0
865,000001101100001,0
866,000001101100010,0
867,000001101100011,0
868,000001101100100,0
869,000001101100101,0
870,000001101100110,0
871,000001101100111,0
872,000001101101000,0
873,000001101101001,0
874,000001101101010,0
875,000001101101011,0
876,000001101101100,0
877,000001101101101,1
878,000001101101110,0
879,000001101101111,0
880,000001101110000,0
881,000001101110001,1
882,000001101110010,0
883,000001101110011,1
884,000001101110100,0
885,000001101110101,0
886,000001101110110,0
887,000001101110111,1
888,000001101111000,0
889,000001101111001,0
890,000001101111010,0
891,000001101111011,0
892,000001101111100,0
893,000001101111101,0
894,000001101111110,0
895,000001101111111,0
896,000001110000000,0
897,000001110000001,0
898,000001110000010,0
899,000001110000011,0
900,000001110000100,0
901,000001110000101,0
902,000001110000110,0
903,000001110000111,0
904,000001110001000,0
905,000001110001001,0
906,000001110001010,0
907,000001110001011,1
908,000001110001100,0
909,000001110001101,0
910,000001110001110,0
911,000001110001111,1
912,000001110010000,0
913,000001110010001,0
914,000001110010010,0
915,000001110010011,0
916,000001110010100,0
917,000001110010101,0
918,000001110010110,0
919,000001110010111,1
920,000001110011000,0
921,000001110011001,0
922,000001110011010,0
923,000001110011011,0
924,000001110011100,0
925,000001110011101,0
926,000001110011110,0
927,000001110011111,0
928,000001110100000,0
929,000001110100001,1
930,000001110100010,0
931,000001110100011,0
932,000001110100100,0
933,000001110100101,0
934,000001110100110,0
935,000001110100111,0
936,000001110101000,0
937,000001110101001,1
938,000001110101010,0
939,000001110101011,0
940,000001110101100,0
941,000001110101101,1
942,000001110101110,0
943,000001110101111,0
944,000001110110000,0
945,000001110110001,0
946,000001110110010,0
947,000001110110011,1
948,000001110110100,0
949,000001110110101,0
950,000001110110110,0
951,000001110110111,0
952,000001110111000,0
953,000001110111001,1
954,000001110111010,0
955,000001110111011,0
956,000001110111100,0
957,000001110111101,0
958,000001110111110,0
959,000001110111111,0
960,000001111000000,0
961,000001111000001,0
962,000001111000010,0
963,000001111000011,0
964,000001111000100,0
965,000001111000101,0
966,000001111000110,0
967,000001111000111,1
968,000001111001000,0
969,000001111001001,0
970,000001111001010,0
971,000001111001011,1
972,000001111001100,0
973,000001111001101,0
974,000001111001110,0
975,000001111001111,0
976,000001111010000,0
977,000001111010001,1
978,000001111010010,0
979,000001111010011,0
980,000001111010100,0
981,000001111010101,0
982,000001111010110,0
983,000001111010111,1
984,000001111011000,0
985,000001111011001,0
986,000001111011010,0
987,000001111011011,0
988,000001111011100,0
989,000001111011101,0
990,000001111011110,0
991,000001111011111,1
992,000001111100000,0
993,000001111100001,0
994,000001111100010,0
995,000001111100011,0
996,000001111100100,0
997,000001111100101,1
998,000001111100110,0
999,000001111100111,0
1000,000001111101000,0
1001,000001111101001,0
1002,000001111101010,0
1003,000001111101011,0
1004,000001111101100,0
1005,000001111101101,0
1006,000001111101110,0
1007,000001111101111,0
1008,000001111110000,0
1009,000001111110001,1
1010,000001111110010,0
1011,000001111110011,0
1012,000001111110100,0
1013,000001111110101,1
1014,000001111110110,0
1015,000001111110111,0
1016,000001111111000,0
1017,000001111111001,0
1018,000001111111010,0
1019,000001111111011,1
1020,000001111111100,0
1021,000001111111101,1
1022,000001111111110,0
1023,000001111111111,0
1024,000010000000000,0
1025,000010000000001,0
1026,000010000000010,0
1027,000010000000011,0
1028,000010000000100,0
1029,000010000000101,0
1030,000010000000110,0
1031,000010000000111,1
1032,000010000001000,0
1033,000010000001001,1
1034,000010000001010,0
1035,000010000001011,0
1036,000010000001100,0
1037,000010000001101,0
1038,000010000001110,0
1039,000010000001111,1
1040,000010000010000,0
1041,000010000010001,0
1042,000010000010010,0
1043,000010000010011,0
1044,000010000010100,0
1045,000010000010101,0
1046,000010000010110,0
1047,000010000010111,0
1048,000010000011000,0
1049,000010000011001,1
1050,000010000011010,0
1051,000010000011011,1
1052,000010000011100,0
1053,000010000011101,0
1054,000010000011110,0
1055,000010000011111,0
1056,000010000100000,0
1057,000010000100001,0
1058,000010000100010,0
1059,000010000100011,0
1060,000010000100100,0
1061,000010000100101,1
1062,000010000100110,0
1063,000010000100111,1
1064,000010000101000,0
1065,000010000101001,0
1066,000010000101010,0
1067,000010000101011,0
1068,000010000101100,0
1069,000010000101101,1
1070,000010000101110,0
1071,000010000101111,0
1072,000010000110000,0
1073,000010000110001,0
1074,000010000110010,0
1075,000010000110011,0
1076,000010000110100,0
1077,000010000110101,0
1078,000010000110110,0
1079,000010000110111,0
1080,000010000111000,0
1081,000010000111001,0
1082,000010000111010,0
1083,000010000111011,0
1084,000010000111100,0
1085,000010000111101,0
1086,000010000111110,0
1087,000010000111111,1
1088,000010001000000,0
1089,000010001000001,0
1090,000010001000010,0
1091,000010001000011,1
1092,000010001000100,0
1093,000010001000101,1
1094,000010001000110,0
1095,000010001000111,0
1096,000010001001000,0
1097,000010001001001,1
1098,000010001001010,0
1099,000010001001011,0
1100,000010001001100,0
1101,000010001001101,0
1102,000010001001110,0
1103,000010001001111,1
1104,000010001010000,0
1105,000010001010001,0
1106,000010001010010,0
1107,000010001010011,0
1108,000010001010100,0
1109,000010001010101,1
1110,000010001010110,0
1111,000010001010111,0
1112,000010001011000,0
1113,000010001011001,0
1114,000010001011010,0
1115,000010001011011,0
1116,000010001011100,0
1117,000010001011101,1
1118,000010001011110,0
1119,000010001011111,0
1120,000010001100000,0
1121,000010001100001,0
1122,000010001100010,0
1123,000010001100011,1
1124,000010001100100,0
1125,000010001100101,0
1126,000010001100110,0
1127,000010001100111,0
1128,000010001101000,0
1129,000010001101001,1
1130,000010001101010,0
1131,000010001101011,0
1132,000010001101100,0
1133,000010001101101,0
1134,000010001101110,0
1135,000010001101111,0
1136,000010001110000,0
1137,000010001110001,0
1138,000010001110010,0
1139,000010001110011,0
1140,000010001110100,0
1141,000010001110101,0
1142,000010001110110,0
1143,000010001110111,0
1144,000010001111000,0
1145,000010001111001,0
1146,000010001111010,0
1147,000010001111011,0
1148,000010001111100,0
1149,000010001111101,0
1150,000010001111110,0
1151,000010001111111,1
1152,000010010000000,0
1153,000010010000001,1
1154,000010010000010,0
1155,000010010000011,0
1156,000010010000100,0
1157,000010010000101,0
1158,000010010000110,0
1159,000010010000111,0
1160,000010010001000,0
1161,000010010001001,0
1162,000010010001010,0
1163,000010010001011,1
1164,000010010001100,0
1165,000010010001101,0
1166,000010010001110,0
1167,000010010001111,0
1168,000010010010000,0
1169,000010010010001,0
1170,000010010010010,0
1171,000010010010011,1
1172,000010010010100,0
1173,000010010010101,0
1174,000010010010110,0
1175,000010010010111,0
1176,000010010011000,0
1177,000010010011001,0
1178,000010010011010,0
1179,000010010011011,0
1180,000010010011100,0
1181,000010010011101,1
1182,000010010011110,0
1183,000010010011111,0
1184,000010010100000,0
1185,000010010100001,0
1186,000010010100010,0
1187,000010010100011,1
1188,000010010100100,0
1189,000010010100101,0
1190,000010010100110,0
1191,000010010100111,0
1192,000010010101000,0
1193,000010010101001,1
1194,000010010101010,0
1195,000010010101011,0
1196,000010010101100,0
1197,000010010101101,0
1198,000010010101110,0
1199,000010010101111,0
1200,000010010110000,0
1201,000010010110001,1
1202,000010010110010,0
1203,000010010110011,0
1204,000010010110100,0
1205,000010010110101,0
1206,000010010110110,0
1207,000010010110111,0
1208,000010010111000,0
1209,000010010111001,0
1210,000010010111010,0
1211,000010010111011,0
1212,000010010111100,0
1213,000010010111101,1
1214,000010010111110,0
1215,000010010111111,0
1216,000010011000000,0
1217,000010011000001,1
1218,000010011000010,0
1219,000010011000011,0
1220,000010011000100,0
1221,000010011000101,0
1222,000010011000110,0
1223,000010011000111,1
1224,000010011001000,0
1225,000010011001001,0
1226,000010011001010,0
1227,000010011001011,0
1228,000010011001100,0
1229,000010011001101,1
1230,000010011001110,0
1231,000010011001111,1
1232,000010011010000,0
1233,000010011010001,0
1234,000010011010010,0
1235,000010011010011,0
1236,000010011010100,0
1237,000010011010101,1
1238,000010011010110,0
1239,000010011010111,0
1240,000010011011000,0
1241,000010011011001,0
1242,000010011011010,0
1243,000010011011011,0
1244,000010011011100,0
1245,000010011011101,0
1246,000010011011110,0
1247,000010011011111,0
1248,000010011100000,0
1249,000010011100001,1
1250,000010011100010,0
1251,000010011100011,0
1252,000010011100100,0
1253,000010011100101,0
1254,000010011100110,0
1255,000010011100111,0
1256,000010011101000,0
1257,000010011101001,0
1258,000010011101010,0
1259,000010011101011,1
1260,000010011101100,0
1261,000010011101101,0
1262,000010011101110,0
1263,000010011101111,0
1264,000010011110000,0
1265,000010011110001,0
1266,000010011110010,0
1267,000010011110011,0
1268,000010011110100,0
1269,000010011110101,0
1270,000010011110110,0
1271,000010011110111,0
1272,000010011111000,0
1273,000010011111001,0
1274,000010011111010,0
1275,000010011111011,0
1276,000010011111100,0
1277,000010011111101,1
1278,000010011111110,0
1279,000010011111111,1
1280,000010100000000,0
1281,000010100000001,0
1282,000010100000010,0
1283,000010100000011,1
1284,000010100000100,0
1285,000010100000101,0
1286,000010100000110,0
1287,000010100000111,0
1288,000010100001000,0
1289,000010100001001,1
1290,000010100001010,0
1291,000010100001011,1
1292,000010100001100,0
1293,000010100001101,0
1294,000010100001110,0
1295,000010100001111,0
1296,000010100010000,0
1297,000010100010001,1
1298,000010100010010,0
1299,000010100010011,0
1300,000010100010100,0
1301,000010100010101,1
1302,000010100010110,0
1303,000010100010111,1
1304,000010100011000,0
1305,000010100011001,0
1306,000010100011010,0
1307,000010100011011,1
1308,000010100011100,0
1309,000010100011101,0
1310,000010100011110,0
1311,000010100011111,0
1312,000010100100000,0
1313,000010100100001,0
1314,000010100100010,0
1315,000010100100011,0
1316,000010100100100,0
1317,000010100100101,0
1318,000010100100110,0
1319,000010100100111,1
1320,000010100101000,0
1321,000010100101001,1
1322,000010100101010,0
1323,000010100101011,0
1324,000010100101100,0
1325,000010100101101,0
1326,000010100101110,0
1327,000010100101111,1
1328,000010100110000,0
1329,000010100110001,0
1330,000010100110010,0
1331,000010100110011,0
1332,000010100110100,0
1333,000010100110101,0
1334,000010100110110,0
1335,000010100110111,0
1336,000010100111000,0
1337,000010100111001,0
1338,000010100111010,0
1339,000010100111011,0
1340,000010100111100,0
1341,000010100111101,0
1342,000010100111110,0
1343,000010100111111,0
1344,000010101000000,0
1345,000010101000001,0
1346,000010101000010,0
1347,000010101000011,0
1348,000010101000100,0
1349,000010101000101,0
1350,000010101000110,0
1351,000010101000111,0
1352,000010101001000,0
1353,000010101001001,0
1354,000010101001010,0
1355,000010101001011,0
1356,000010101001100,0
1357,000010101001101,0
1358,000010101001110,0
1359,000010101001111,0
1360,000010101010000,0
